QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,VIC,198,Brown Hill,672,47.09,755,52.91,1427,99.3,10,0.7,1437
1,VIC,234,Brunswick,1975,86.74,302,13.26,2277,99.04,22,0.96,2299
1,VIC,228,Brunswick East (Melbourne),630,83,129,17,759,99.09,7,0.91,766
1,VIC,234,Brunswick East (Wills),809,82.97,166,17.03,975,99.29,7,0.71,982
1,VIC,234,Brunswick North,1951,83.84,376,16.16,2327,98.77,29,1.23,2356
1,VIC,234,Brunswick North East,1750,89.38,208,10.62,1958,98.84,23,1.16,1981
1,VIC,234,Brunswick North West,790,80.86,187,19.14,977,97.6,24,2.4,1001
1,VIC,234,Brunswick South,919,86.86,139,13.14,1058,99.06,10,0.94,1068
1,VIC,228,Brunswick South East (Melbourne),1020,88.93,127,11.07,1147,99.65,4,0.35,1151
1,VIC,234,Brunswick South East (Wills),636,92.17,54,7.83,690,99.28,5,0.72,695
1,VIC,234,Brunswick South West,1371,89.43,162,10.57,1533,99.03,15,0.97,1548
1,VIC,234,Brunswick West,859,74.7,291,25.3,1150,99.05,11,0.95,1161
1,VIC,213,Bruthen,134,31.09,297,68.91,431,99.08,4,0.92,435
1,VIC,213,Buchan,59,39.6,90,60.4,149,99.33,1,0.67,150
1,VIC,229,Bulleen,633,39.24,980,60.76,1613,98.65,22,1.35,1635
1,VIC,229,Bulleen Lower,476,46.62,545,53.38,1021,98.74,13,1.26,1034
1,VIC,226,Bullengarook,171,52.62,154,47.38,325,99.09,3,0.91,328
1,VIC,323,Buln Buln,123,33.24,247,66.76,370,99.46,2,0.54,372
1,VIC,324,Bunbartha,48,22.02,170,77.98,218,98.64,3,1.36,221
1,VIC,213,Bundalaguah,35,26.72,96,73.28,131,99.24,1,0.76,132
1,VIC,320,Bundoora (Cooper),196,54.14,166,45.86,362,98.91,4,1.09,366
1,VIC,220,Bundoora (Jagajaga),426,48.3,456,51.7,882,98.11,17,1.89,899
1,VIC,220,Bundoora Central,296,43.92,378,56.08,674,98.97,7,1.03,681
1,VIC,320,Bundoora South,534,58.36,381,41.64,915,98.71,12,1.29,927
1,VIC,232,Bundoora West,685,44.71,847,55.29,1532,98.52,23,1.48,1555
1,VIC,198,Bungaree,111,26.75,304,73.25,415,98.81,5,1.19,420
1,VIC,198,Buninyong,1013,53.65,875,46.35,1888,99.32,13,0.68,1901
1,VIC,223,Bunyip,385,30.13,893,69.87,1278,98.84,15,1.16,1293
1,VIC,228,Burnley,1121,76.73,340,23.27,1461,99.32,10,0.68,1471
1,VIC,309,Burnside,470,48.96,490,51.04,960,98.97,10,1.03,970
1,VIC,309,Burnside Heights,700,44.16,885,55.84,1585,99,16,1,1601
1,VIC,205,Burwood Central,613,59.86,411,40.14,1024,99.22,8,0.78,1032
1,VIC,205,Burwood East,449,47.51,496,52.49,945,99.06,9,0.94,954
1,VIC,205,Burwood East Lower,260,53.17,229,46.83,489,98.59,7,1.41,496
1,VIC,205,Burwood East Upper,674,53.11,595,46.89,1269,99.14,11,0.86,1280
1,VIC,205,Burwood Heights (Chisholm),310,47.33,345,52.67,655,98.94,7,1.06,662
1,VIC,209,Burwood Heights (Deakin),670,48.87,701,51.13,1371,98.92,15,1.08,1386
1,VIC,324,Byrneside,50,17.67,233,82.33,283,98.95,3,1.05,286
1,VIC,224,Cabarita,101,22.85,341,77.15,442,99.33,3,0.67,445
1,VIC,321,Cairnlea (Fraser),991,50.48,972,49.52,1963,99.39,12,0.61,1975
1,VIC,309,Cairnlea (Gorton),119,47.79,130,52.21,249,98.42,4,1.58,253
1,VIC,200,California Gully,73,33.8,143,66.2,216,100,0,0,216
1,VIC,224,Calivil,19,13.97,117,86.03,136,100,0,0,136
1,VIC,221,Camberwell,775,67.51,373,32.49,1148,99.22,9,0.78,1157
1,VIC,215,Camberwell HIGGINS PPVC,753,57.52,556,42.48,1309,99.09,12,0.91,1321
1,VIC,221,Camberwell KOOYONG PPVC,9728,56.03,7634,43.97,17362,99.46,94,0.54,17456
1,VIC,228,Camberwell MELBOURNE PPVC,511,65.85,265,34.15,776,99.74,2,0.26,778
1,VIC,221,Camberwell Middle,756,60.82,487,39.18,1243,99.6,5,0.4,1248
1,VIC,215,Camberwell South (Higgins),566,66.43,286,33.57,852,99.65,3,0.35,855
1,VIC,221,Camberwell South (Kooyong),285,61.96,175,38.04,460,99.14,4,0.86,464
1,VIC,221,Camberwell West,1011,64.64,553,35.36,1564,99.3,11,0.7,1575
1,VIC,222,Cambridge,732,48.38,781,51.62,1513,98.63,21,1.37,1534
1,VIC,203,Campbellfield,410,34.86,766,65.14,1176,96.71,40,3.29,1216
1,VIC,200,Campbells Creek,397,55.92,313,44.08,710,98.34,12,1.66,722
1,VIC,233,Camperdown,540,28.35,1365,71.65,1905,98.7,25,1.3,1930
1,VIC,198,Canadian,635,50.36,626,49.64,1261,98.52,19,1.48,1280
1,VIC,221,Canterbury,317,52.57,286,47.43,603,98.85,7,1.15,610
1,VIC,221,Canterbury South,983,64.97,530,35.03,1513,99.21,12,0.79,1525
