2023 Referendum Polling Place Results By State [Please Note: These results are not final. Event:29581 Phase:PostElection Generated:2023-10-19T17:33:49 Cycle:105353d2-ec22-4dab-bfed-428bd67db69c Created:2023-10-19T17:33:42 Environment:PROD Site:CANBERRA Server:VTR03 Version:10.11.168.0]
QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,NSW,121,Birchgrove East,552,79.88,139,20.12,691,99.42,4,0.58,695
1,NSW,136,Birmingham Gardens North,433,45.82,512,54.18,945,99.16,8,0.84,953
1,NSW,107,Birrong,882,36.78,1516,63.22,2398,96.69,82,3.31,2480
1,NSW,135,Black Mountain,42,22.11,148,77.89,190,100,0,0,190
1,NSW,109,Black Springs,35,17.77,162,82.23,197,98.5,3,1.5,200
1,NSW,126,Blackalls,326,36.38,570,63.62,896,97.5,23,2.5,919
1,NSW,150,Blackbutt,395,35.46,719,64.54,1114,98.32,19,1.68,1133
1,NSW,111,Blackett,419,38.65,665,61.35,1084,98.01,22,1.99,1106
1,NSW,133,Blackheath,1175,68.79,533,31.21,1708,98.96,18,1.04,1726
1,NSW,148,Blacksmiths,355,44.77,438,55.23,793,98.39,13,1.61,806
1,NSW,122,Blacktown,268,43.09,354,56.91,622,98.89,7,1.11,629
1,NSW,111,Blacktown CHIFLEY PPVC,2340,37.37,3921,62.63,6261,98.97,65,1.03,6326
1,NSW,122,Blacktown East,380,36.47,662,63.53,1042,98.39,17,1.61,1059
1,NSW,122,Blacktown GREENWAY PPVC,3430,36.83,5884,63.17,9314,98.92,102,1.08,9416
1,NSW,315,Blacktown MCMAHON PPVC,220,33.38,439,66.62,659,98.8,8,1.2,667
